source_record_id,source_kind,source_file,source_title,canonical_id,canonical_title,classification,ledger_state,package_status,programme_status,priority,owner,phase,dependency_candidates,blocking_dependencies,required_inputs,activation_dependencies,downstream_issues,related_issues,discrepancy
ISSUE-0147,proposed,ETF_AI_Cockpit_New_Issues.csv,Deliver audit packet v3 and one-command deterministic reproduction,ISSUE-0147,Deliver audit packet v3 and one-command deterministic reproduction,proposed_new,open,,planned,P0,audit-and-reproducibility,phase-10-audit-documentation-governance,ISSUE-0075;UPDATEV2-0028,ISSUE-0075;UPDATEV2-0028,,,,,
ISSUE-0148,proposed,ETF_AI_Cockpit_New_Issues.csv,"Complete developer, plugin, methodology, operations and user documentation",ISSUE-0148,"Complete developer, plugin, methodology, operations and user documentation",proposed_new,open,,planned,P0/P1,documentation,phase-10-audit-documentation-governance,ISSUE-0043,ISSUE-0043,,,,,
ISSUE-0149,proposed,ETF_AI_Cockpit_New_Issues.csv,"Complete legal, data/model licence, terms, disclaimer and jurisdiction review",ISSUE-0149,"Complete legal, data/model licence, terms, disclaimer and jurisdiction review",proposed_new,open,,hardening_required,P0,programme-governance,phase-10-audit-documentation-governance,ISSUE-0079;ISSUE-0080,ISSUE-0080,,,ISSUE-0079;ISSUE-0155;ISSUE-0170;ISSUE-0171;ISSUE-0173;ISSUE-0176,ISSUE-0079,
ISSUE-0150,proposed,ETF_AI_Cockpit_New_Issues.csv,"Audit geographic, sector, size, listing and data-coverage bias",ISSUE-0150,"Audit geographic, sector, size, listing and data-coverage bias",proposed_new,open,,implemented_initially,P0/P1,model-governance,phase-10-audit-documentation-governance,ISSUE-0090;ISSUE-0120,ISSUE-0090;ISSUE-0120,,,,,
ISSUE-0151,proposed,ETF_AI_Cockpit_New_Issues.csv,"Define hardware profiles, compute budgets and graceful degradation",ISSUE-0151,"Define hardware profiles, compute budgets and graceful degradation",proposed_new,open,,hardening_required,P1,quality-and-release,phase-10-audit-documentation-governance,ISSUE-0078,ISSUE-0078,,,ISSUE-0175,,
ISSUE-0152,proposed,ETF_AI_Cockpit_New_Issues.csv,Run final release certification and close the completion programme,ISSUE-0152,Run final release certification and close the completion programme,proposed_new,open,,blocked,P0,programme-governance,phase-11-certification,,,,,ISSUE-0133;ISSUE-0169,,
ISSUE-0153,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Create the fixed-income instrument, terms and cash-flow identity master",ISSUE-0153,"Create the fixed-income instrument, terms and cash-flow identity master",proposed_new,open,planned,planned,P0,data-platform,phase-02-data-policy-identity,ISSUE-0082;ISSUE-0083;ISSUE-0085,ISSUE-0082;ISSUE-0083;ISSUE-0085,,,ISSUE-0154;ISSUE-0155;ISSUE-0158;ISSUE-0162;ISSUE-0163,,
ISSUE-0154,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement fixed-income cash-flow, clean/dirty pricing and yield/risk analytics",ISSUE-0154,"Implement fixed-income cash-flow, clean/dirty pricing and yield/risk analytics",proposed_new,open,planned,planned,P0,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0085;ISSUE-0088;ISSUE-0153,ISSUE-0085;ISSUE-0088;ISSUE-0153,,,ISSUE-0156;ISSUE-0157;ISSUE-0158,,
ISSUE-0155,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Add fixed-income reference, curve, trade and liquidity data adapters",ISSUE-0155,"Add fixed-income reference, curve, trade and liquidity data adapters",proposed_new,open,planned,planned,P0/P1,data-platform,phase-02-data-policy-identity,ISSUE-0076;ISSUE-0081;ISSUE-0088;ISSUE-0149;ISSUE-0153,ISSUE-0076;ISSUE-0081;ISSUE-0088;ISSUE-0149;ISSUE-0153,,,ISSUE-0156;ISSUE-0157;ISSUE-0158,,
ISSUE-0156,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement fixed-income rate, curve, spread, credit, liquidity and optionality risk",ISSUE-0156,"Implement fixed-income rate, curve, spread, credit, liquidity and optionality risk",proposed_new,open,planned,planned,P0/P1,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0091;ISSUE-0111;ISSUE-0154;ISSUE-0155,ISSUE-0091;ISSUE-0111;ISSUE-0154;ISSUE-0155,,,ISSUE-0157;ISSUE-0158,,
ISSUE-0157,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Build fixed-income expected total-return distributions, peers and screener",ISSUE-0157,"Build fixed-income expected total-return distributions, peers and screener",proposed_new,open,planned,planned,P0/P1,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0098;ISSUE-0108;ISSUE-0109;ISSUE-0112;ISSUE-0120;ISSUE-0123;ISSUE-0154;ISSUE-0155;ISSUE-0156,ISSUE-0098;ISSUE-0108;ISSUE-0109;ISSUE-0112;ISSUE-0120;ISSUE-0123;ISSUE-0154;ISSUE-0155;ISSUE-0156,,,ISSUE-0158;ISSUE-0166,,
ISSUE-0158,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Create bond detail, portfolio maturity ladder and fixed-income income views",ISSUE-0158,"Create bond detail, portfolio maturity ladder and fixed-income income views",proposed_new,open,planned,planned,P1,frontend-and-api,phase-08-frontend-api,ISSUE-0136;ISSUE-0137;ISSUE-0138;ISSUE-0139;ISSUE-0140;ISSUE-0153;ISSUE-0154;ISSUE-0155;ISSUE-0156;ISSUE-0157;ISSUE-0161;ISSUE-0162,ISSUE-0136;ISSUE-0137;ISSUE-0138;ISSUE-0139;ISSUE-0140;ISSUE-0153;ISSUE-0154;ISSUE-0155;ISSUE-0156;ISSUE-0157;ISSUE-0161;ISSUE-0162,,,ISSUE-0163,,
ISSUE-0159,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Implement daily portfolio valuation history and standards-aligned performance measurement,ISSUE-0159,Implement daily portfolio valuation history and standards-aligned performance measurement,proposed_new,open,planned,planned,P0,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0084;ISSUE-0085;ISSUE-0127,ISSUE-0084;ISSUE-0085;ISSUE-0127,,,ISSUE-0160;ISSUE-0161,,
ISSUE-0160,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Build selectable portfolio value, selected-currency P&L and percentage-performance charts",ISSUE-0160,"Build selectable portfolio value, selected-currency P&L and percentage-performance charts",proposed_new,open,planned,planned,P0/P1,frontend-and-api,phase-08-frontend-api,ISSUE-0139;ISSUE-0159,ISSUE-0139;ISSUE-0159,,,,,
ISSUE-0161,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Build the portfolio holdings analysis table and cross-surface drill-down,ISSUE-0161,Build the portfolio holdings analysis table and cross-surface drill-down,proposed_new,open,planned,planned,P0/P1,frontend-and-api,phase-08-frontend-api,ISSUE-0074;ISSUE-0127;ISSUE-0138;ISSUE-0139;ISSUE-0159,ISSUE-0074;ISSUE-0127;ISSUE-0138;ISSUE-0139;ISSUE-0159,,,ISSUE-0158;ISSUE-0163;ISSUE-0164;ISSUE-0168;ISSUE-0169,,
ISSUE-0162,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement coverage-aware portfolio exposure, look-through and concentration charts",ISSUE-0162,"Implement coverage-aware portfolio exposure, look-through and concentration charts",proposed_new,open,planned,planned,P1,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0022;ISSUE-0083;ISSUE-0105;ISSUE-0127;ISSUE-0153,ISSUE-0022;ISSUE-0083;ISSUE-0105;ISSUE-0127;ISSUE-0153,,,ISSUE-0158;ISSUE-0164,,
ISSUE-0163,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement portfolio income, event, maturity and liquidity calendar",ISSUE-0163,"Implement portfolio income, event, maturity and liquidity calendar",proposed_new,open,planned,planned,P1,frontend-and-api,phase-08-frontend-api,ISSUE-0024;ISSUE-0084;ISSUE-0127;ISSUE-0153;ISSUE-0158;ISSUE-0161,ISSUE-0024;ISSUE-0084;ISSUE-0127;ISSUE-0153;ISSUE-0158;ISSUE-0161,,,ISSUE-0164,,
ISSUE-0164,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Add portfolio goals, constraints, alerts and pre-trade what-if analysis",ISSUE-0164,"Add portfolio goals, constraints, alerts and pre-trade what-if analysis",proposed_new,open,planned,planned,P1,programme-governance,phase-05-returns-risk-portfolio,ISSUE-0113;ISSUE-0114;ISSUE-0115;ISSUE-0116;ISSUE-0127;ISSUE-0161;ISSUE-0162;ISSUE-0163,ISSUE-0113;ISSUE-0114;ISSUE-0115;ISSUE-0116;ISSUE-0127;ISSUE-0161;ISSUE-0162;ISSUE-0163,,,,,
ISSUE-0165,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Implement a canonical resumable bulk analysis-run orchestrator,ISSUE-0165,Implement a canonical resumable bulk analysis-run orchestrator,proposed_new,open,planned,planned,P0,application-platform,phase-08-frontend-api,ISSUE-0018;ISSUE-0020;ISSUE-0074;ISSUE-0077;ISSUE-0081;ISSUE-0126,ISSUE-0018;ISSUE-0020;ISSUE-0074;ISSUE-0077;ISSUE-0081;ISSUE-0126,,,ISSUE-0166;ISSUE-0169;ISSUE-0175,,
ISSUE-0166,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Implement cross-asset top-*N* selection and portfolio-fit ranking,ISSUE-0166,Implement cross-asset top-*N* selection and portfolio-fit ranking,proposed_new,open,planned,planned,P0/P1,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0020;ISSUE-0108;ISSUE-0109;ISSUE-0110;ISSUE-0111;ISSUE-0112;ISSUE-0113;ISSUE-0128;ISSUE-0157;ISSUE-0165,ISSUE-0020;ISSUE-0108;ISSUE-0109;ISSUE-0110;ISSUE-0111;ISSUE-0112;ISSUE-0113;ISSUE-0128;ISSUE-0157;ISSUE-0165,,,,,
ISSUE-0167,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement settlement, buying-power, cash reservation and deterministic order-state accounting",ISSUE-0167,"Implement settlement, buying-power, cash reservation and deterministic order-state accounting",proposed_new,open,planned,planned,P0,trading-safety,phase-07-backtest-paper-execution,ISSUE-0085;ISSUE-0114;ISSUE-0127;ISSUE-0130;ISSUE-0131;ISSUE-0132;ISSUE-0133;ISSUE-0134;ISSUE-0135,ISSUE-0085;ISSUE-0114;ISSUE-0127;ISSUE-0130;ISSUE-0131;ISSUE-0132;ISSUE-0133;ISSUE-0134;ISSUE-0135,,,ISSUE-0169,,
ISSUE-0168,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Add portfolio forecast aggregation and expected gain/loss scenario views,ISSUE-0168,Add portfolio forecast aggregation and expected gain/loss scenario views,proposed_new,open,planned,planned,P1,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0108;ISSUE-0109;ISSUE-0110;ISSUE-0111;ISSUE-0115;ISSUE-0127;ISSUE-0161,ISSUE-0108;ISSUE-0109;ISSUE-0110;ISSUE-0111;ISSUE-0115;ISSUE-0127;ISSUE-0161,,,,,
ISSUE-0169,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Implement canonical analysis parity and deterministic replay tests across workflows,ISSUE-0169,Implement canonical analysis parity and deterministic replay tests across workflows,proposed_new,open,planned,planned,P0,quality-and-release,phase-09-quality-release-security,ISSUE-0074;ISSUE-0136;ISSUE-0142;ISSUE-0152;ISSUE-0161;ISSUE-0165;ISSUE-0167,ISSUE-0074;ISSUE-0136;ISSUE-0142;ISSUE-0152;ISSUE-0161;ISSUE-0165;ISSUE-0167,,,,,
ISSUE-0170,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Create the ordinary-fund vehicle, sub-fund, share-class, dealing and lifecycle identity master",ISSUE-0170,"Create the ordinary-fund vehicle, sub-fund, share-class, dealing and lifecycle identity master",proposed_new,open,planned,planned,P0,data-platform,phase-02-data-policy-identity,ISSUE-0076;ISSUE-0082;ISSUE-0083;ISSUE-0085;ISSUE-0149,ISSUE-0076;ISSUE-0082;ISSUE-0083;ISSUE-0085;ISSUE-0149,,,ISSUE-0171;ISSUE-0172,,
ISSUE-0171,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement lawful free global ordinary-fund NAV, disclosure, holdings and fee adapters",ISSUE-0171,"Implement lawful free global ordinary-fund NAV, disclosure, holdings and fee adapters",proposed_new,open,planned,planned,P0,data-platform,phase-02-data-policy-identity,ISSUE-0076;ISSUE-0080;ISSUE-0081;ISSUE-0149;ISSUE-0170;ISSUE-0176,ISSUE-0076;ISSUE-0080;ISSUE-0081;ISSUE-0149;ISSUE-0170;ISSUE-0176,,,ISSUE-0172,,
ISSUE-0172,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Build ordinary-fund analysis, peer cohorts, forecasts, recommendations and top-*N* screening",ISSUE-0172,"Build ordinary-fund analysis, peer cohorts, forecasts, recommendations and top-*N* screening",proposed_new,open,planned,planned,P0,etf-and-fund-research,phase-04-etf-research,ISSUE-0074;ISSUE-0098;ISSUE-0105;ISSUE-0108;ISSUE-0109;ISSUE-0112;ISSUE-0120;ISSUE-0123;ISSUE-0128;ISSUE-0170;ISSUE-0171;ISSUE-0173;ISSUE-0174;ISSUE-0175,ISSUE-0074;ISSUE-0098;ISSUE-0105;ISSUE-0108;ISSUE-0109;ISSUE-0112;ISSUE-0120;ISSUE-0123;ISSUE-0128;ISSUE-0170;ISSUE-0171;ISSUE-0173;ISSUE-0174;ISSUE-0175,,,,,
ISSUE-0173,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Implement user-selected output currency and point-in-time FX across every workflow,ISSUE-0173,Implement user-selected output currency and point-in-time FX across every workflow,proposed_new,open,planned,planned,P0,returns-and-risk,phase-05-returns-risk-portfolio,ISSUE-0076;ISSUE-0084;ISSUE-0088;ISSUE-0089;ISSUE-0149;ISSUE-0176,ISSUE-0076;ISSUE-0084;ISSUE-0088;ISSUE-0089;ISSUE-0149;ISSUE-0176,,,ISSUE-0172;ISSUE-0174,,
ISSUE-0174,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Implement five preset-but-editable risk profiles anchored to a dynamic VWCE envelope,ISSUE-0174,Implement five preset-but-editable risk profiles anchored to a dynamic VWCE envelope,proposed_new,open,planned,planned,P0,programme-governance,phase-05-returns-risk-portfolio,ISSUE-0074;ISSUE-0108;ISSUE-0109;ISSUE-0110;ISSUE-0111;ISSUE-0112;ISSUE-0123;ISSUE-0128;ISSUE-0173,ISSUE-0074;ISSUE-0108;ISSUE-0109;ISSUE-0110;ISSUE-0111;ISSUE-0112;ISSUE-0123;ISSUE-0128;ISSUE-0173,,,ISSUE-0172,,
ISSUE-0175,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,"Implement Quick, Medium, High and Full analysis-depth workload profiles with measured SLOs",ISSUE-0175,"Implement Quick, Medium, High and Full analysis-depth workload profiles with measured SLOs",proposed_new,open,planned,planned,P0,application-platform,phase-08-frontend-api,ISSUE-0039;ISSUE-0077;ISSUE-0078;ISSUE-0121;ISSUE-0151;ISSUE-0165,ISSUE-0039;ISSUE-0077;ISSUE-0078;ISSUE-0121;ISSUE-0151;ISSUE-0165,,,ISSUE-0172,,
ISSUE-0176,final_release,docs/product-completion/sources/2026-07-21/ETF_AI_Cockpit_Final_Release_Implementation_Spec_2026-07-21.md,Build a secure Data Providers & API Keys settings centre,ISSUE-0176,Build a secure Data Providers & API Keys settings centre,proposed_new,open,planned,planned,P0,security-and-release,phase-09-quality-release-security,ISSUE-0037;ISSUE-0076;ISSUE-0080;ISSUE-0144;ISSUE-0145;ISSUE-0146;ISSUE-0149,ISSUE-0037;ISSUE-0076;ISSUE-0080;ISSUE-0144;ISSUE-0145;ISSUE-0146;ISSUE-0149,,,ISSUE-0171;ISSUE-0173,,
UPDATEV2-0010,local,issues/open.md and issues/closed.md,"Provider registry, capability probes and source authority model (original update ISSUE-0010)",UPDATEV2-0010,"Provider registry, capability probes and source authority model (original update ISSUE-0010)",local_only_closed,closed,Closed 2026-07-11; the completed product work is recorded in `issues/closed.md`.,closed,P3,data-and-evidence,phase-01-governance-scope,,,,,,,
UPDATEV2-0011,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Symbol/ISIN/exchange identity resolver,UPDATEV2-0011,Symbol/ISIN/exchange identity resolver (original update ISSUE-0011),current_open_retained,open,"Open, partial",integrated,P0,data-and-evidence,phase-02-data-policy-identity,ISSUE-0082;ISSUE-0083,,,,ISSUE-0082,ISSUE-0082;ISSUE-0083,canonical title follows latest ledger
UPDATEV2-0012,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,SEC EDGAR official statement importer,UPDATEV2-0012,SEC EDGAR official statement importer (original update ISSUE-0012),current_open_retained,open,Implementation complete; closure pending,implemented_initially,P0,programme-governance,phase-01-governance-scope,ISSUE-0073;ISSUE-0081;ISSUE-0091,,,,ISSUE-0087;ISSUE-0091,ISSUE-0073;ISSUE-0081;ISSUE-0091,canonical title follows latest ledger
UPDATEV2-0013,local,issues/open.md and issues/closed.md,European ESEF/iXBRL filing importer,UPDATEV2-0013,European ESEF/iXBRL filing importer,local_only_closed,closed,Closed 2026-07-15,closed,P3,data-and-evidence,phase-01-governance-scope,,,,,,,
UPDATEV2-0014,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,France DILA and Netherlands AFM OAM discovery adapters,UPDATEV2-0014,France DILA and Netherlands AFM OAM discovery adapters (original update ISSUE-0014),current_open_retained,open,Open,implemented_initially,P1,programme-governance,phase-01-governance-scope,ISSUE-0076;ISSUE-0087,,,,ISSUE-0087,ISSUE-0076;ISSUE-0087,canonical title follows latest ledger
UPDATEV2-0015,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,ETF disclosure registry,UPDATEV2-0015,ETF disclosure registry (original update ISSUE-0015),current_closed_reconciled,closed,Implementation complete; closure pending,closed,P0,data-and-evidence,phase-02-data-policy-identity,ISSUE-0090;ISSUE-0103;ISSUE-0104,,,,ISSUE-0103;ISSUE-0104,ISSUE-0090;ISSUE-0103;ISSUE-0104,canonical title follows latest ledger
UPDATEV2-0016,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,ETF holdings normaliser,UPDATEV2-0016,ETF holdings normaliser (original update ISSUE-0016),current_closed_reconciled,closed,Implementation complete; closure pending,closed,P0,data-and-evidence,phase-02-data-policy-identity,ISSUE-0082;ISSUE-0105,,,,ISSUE-0105,ISSUE-0082;ISSUE-0105,canonical title follows latest ledger
UPDATEV2-0017,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,PRIIPs KID parser,UPDATEV2-0017,PRIIPs KID parser (original update ISSUE-0017),current_closed_reconciled,closed,Implementation complete; closure pending,closed,P1,programme-governance,phase-01-governance-scope,ISSUE-0103;ISSUE-0104,,,,,ISSUE-0103;ISSUE-0104,canonical title follows latest ledger
UPDATEV2-0018,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,"ETF prospectus, annual and half-year report parser",UPDATEV2-0018,"ETF prospectus, annual and half-year report parser (original update ISSUE-0018)",current_open_retained,open,Open,planned,P1,data-and-evidence,phase-02-data-policy-identity,ISSUE-0104;UPDATEV2-0015,,,,ISSUE-0104,ISSUE-0104;UPDATEV2-0015,canonical title follows latest ledger
UPDATEV2-0019,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Index methodology importer,UPDATEV2-0019,Index methodology importer (original update ISSUE-0019),current_closed_reconciled,closed,Implementation complete; closure pending,closed,P1,programme-governance,phase-01-governance-scope,ISSUE-0105;ISSUE-0112,,,,,ISSUE-0105;ISSUE-0112,canonical title follows latest ledger
UPDATEV2-0020,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,SFDR disclosure parser,UPDATEV2-0020,SFDR disclosure parser (original update ISSUE-0020),current_open_retained,open,Open,planned,P1,programme-governance,phase-01-governance-scope,ISSUE-0104;ISSUE-0149;UPDATEV2-0015,,,,,ISSUE-0104;ISSUE-0149;UPDATEV2-0015,canonical title follows latest ledger
UPDATEV2-0021,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Source conflict resolver and canonical metric selector,UPDATEV2-0021,Source conflict resolver and canonical metric selector (original update ISSUE-0021),current_open_retained,open,"Open, partial",integrated,P0,data-and-evidence,phase-02-data-policy-identity,ISSUE-0073;ISSUE-0089;ISSUE-0090,,,,ISSUE-0089,ISSUE-0073;ISSUE-0089;ISSUE-0090,canonical title follows latest ledger
UPDATEV2-0022,local,issues/open.md and issues/closed.md,Evidence ledger and score component audit trail,UPDATEV2-0022,Evidence ledger and score component audit trail,local_only_closed,closed,Closed 2026-07-11,closed,P3,analysis-and-validation,phase-01-governance-scope,,,,,,,
UPDATEV2-0023,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,FMP optional provider adapter,UPDATEV2-0023,FMP optional provider adapter (original update ISSUE-0023),current_open_retained,open,Open,planned,P1,data-and-evidence,phase-02-data-policy-identity,ISSUE-0076;ISSUE-0080,,,,,ISSUE-0076;ISSUE-0080,canonical title follows latest ledger
UPDATEV2-0024,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Alpha Vantage verification/fallback adapter,UPDATEV2-0024,Alpha Vantage verification/fallback adapter (original update ISSUE-0024),current_open_retained,open,Open,planned,P2,programme-governance,phase-01-governance-scope,ISSUE-0076;ISSUE-0080,,,,,ISSUE-0076;ISSUE-0080,canonical title follows latest ledger
UPDATEV2-0025,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Finnhub experimental adapter with entitlement probes,UPDATEV2-0025,Finnhub experimental adapter with entitlement probes (original update ISSUE-0025),current_open_retained,open,Open,planned,P2,programme-governance,phase-01-governance-scope,ISSUE-0076;ISSUE-0080,,,,,ISSUE-0076;ISSUE-0080,canonical title follows latest ledger
UPDATEV2-0026,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Candle feature/context/backtest module,UPDATEV2-0026,Candle feature/context/backtest module (original update ISSUE-0026),current_open_retained,open,Open,planned,P1,analysis-and-validation,phase-05-returns-risk-portfolio,ISSUE-0084;ISSUE-0125;ISSUE-0128,,,,,ISSUE-0084;ISSUE-0125;ISSUE-0128,canonical title follows latest ledger
UPDATEV2-0027,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,UI workflow/button reliability and progress indicators,UPDATEV2-0027,UI workflow/button reliability and progress indicators (original update ISSUE-0027),current_open_retained,open,"Open, partial",in_progress,P0,frontend-and-api,phase-08-frontend-api,ISSUE-0011;ISSUE-0012;ISSUE-0077;ISSUE-0136,,,,,ISSUE-0011;ISSUE-0012;ISSUE-0077;ISSUE-0136,canonical title follows latest ledger
UPDATEV2-0028,local,issues/open.md and issues/closed.md,"Report/audit packet expansion for providers, filings, ETF docs and candles",UPDATEV2-0028,"Report/audit packet expansion for providers, filings, ETF docs and candles",local_only_closed,closed,Closed 2026-07-15,closed,P3,data-and-evidence,phase-01-governance-scope,,,,,ISSUE-0147,,
UPDATEV2-0029,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,Rebuild/test/update discipline automation,UPDATEV2-0029,Rebuild/test/update discipline automation (original update ISSUE-0029),current_open_retained,open,Open,integrated,P0,platform-and-operations,phase-01-governance-scope,ISSUE-0141;ISSUE-0145;ISSUE-0152,,,,,ISSUE-0141;ISSUE-0145;ISSUE-0152,canonical title follows latest ledger
UPDATEV2-0030,current,ETF_AI_Cockpit_Current_Open_Issues_Audit.csv,"Optional OHLCV fallback providers: Stooq, Twelve Data and Tiingo",UPDATEV2-0030,"Optional OHLCV fallback providers: Stooq, Twelve Data and Tiingo (original update ISSUE-0030)",current_open_retained,open,Open,planned,P2,data-and-evidence,phase-02-data-policy-identity,ISSUE-0080;ISSUE-0086;ISSUE-0089,,,,,ISSUE-0080;ISSUE-0086;ISSUE-0089,canonical title follows latest ledger
